sample_id	filename	subject_id	species	pcr_target_locus	tissue	sex	age	biomaterial_provider	single_cell	time_point
6049-LI-2-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/6049-LI-2/vdj_t/airr_rearrangement.tsv	s6049	human	TR	blood	NA	NA	peters_lab	TRUE	D0
6049-LI-5-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/6049-LI-5/vdj_t/airr_rearrangement.tsv	s6049	human	TR	blood	NA	NA	peters_lab	TRUE	D7
7161-LI-2-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/7161-LI-2/vdj_t/airr_rearrangement.tsv	s7161	human	TR	blood	NA	NA	peters_lab	TRUE	D0
7161-LI-5-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/7161-LI-5/vdj_t/airr_rearrangement.tsv	s7161	human	TR	blood	NA	NA	peters_lab	TRUE	D7
7673-LI-2-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/7673-LI-2/vdj_t/airr_rearrangement.tsv	s7673	human	TR	blood	NA	NA	peters_lab	TRUE	D0
7673-LI-5-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/7673-LI-5/vdj_t/airr_rearrangement.tsv	s7673	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9098-LI-2-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9098-LI-2/vdj_t/airr_rearrangement.tsv	s9098	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9098-LI-5-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9098-LI-5/vdj_t/airr_rearrangement.tsv	s9098	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9244-LI-2-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9244-LI-2/vdj_t/airr_rearrangement.tsv	s9244	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9244-LI-5-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9244-LI-5/vdj_t/airr_rearrangement.tsv	s9244	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9558-LI-2-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9558-LI-2/vdj_t/airr_rearrangement.tsv	s9558	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9558-LI-5-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9558-LI-5/vdj_t/airr_rearrangement.tsv	s9558	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9559-LI-2-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9559-LI-2/vdj_t/airr_rearrangement.tsv	s9559	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9559-LI-5-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9559-LI-5/vdj_t/airr_rearrangement.tsv	s9559	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9560-LI-2-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9560-LI-2/vdj_t/airr_rearrangement.tsv	s9560	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9560-LI-5-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9560-LI-5/vdj_t/airr_rearrangement.tsv	s9560	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9562-LI-2-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9562-LI-2/vdj_t/airr_rearrangement.tsv	s9562	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9562-LI-5-G1	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem1/9562-LI-5/vdj_t/airr_rearrangement.tsv	s9562	human	TR	blood	NA	NA	peters_lab	TRUE	D7
3691-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/3691-LI-2/vdj_t/airr_rearrangement.tsv	s3691	human	TR	blood	NA	NA	peters_lab	TRUE	D0
3691-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/3691-LI-5/vdj_t/airr_rearrangement.tsv	s3691	human	TR	blood	NA	NA	peters_lab	TRUE	D7
6049-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/6049-LI-2/vdj_t/airr_rearrangement.tsv	s6049	human	TR	blood	NA	NA	peters_lab	TRUE	D0
6049-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/6049-LI-5/vdj_t/airr_rearrangement.tsv	s6049	human	TR	blood	NA	NA	peters_lab	TRUE	D7
7161-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/7161-LI-2/vdj_t/airr_rearrangement.tsv	s7161	human	TR	blood	NA	NA	peters_lab	TRUE	D0
7161-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/7161-LI-5/vdj_t/airr_rearrangement.tsv	s7161	human	TR	blood	NA	NA	peters_lab	TRUE	D7
7673-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/7673-LI-2/vdj_t/airr_rearrangement.tsv	s7673	human	TR	blood	NA	NA	peters_lab	TRUE	D0
7673-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/7673-LI-5/vdj_t/airr_rearrangement.tsv	s7673	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9098-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9098-LI-2/vdj_t/airr_rearrangement.tsv	s9098	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9098-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9098-LI-5/vdj_t/airr_rearrangement.tsv	s9098	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9244-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9244-LI-2/vdj_t/airr_rearrangement.tsv	s9244	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9244-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9244-LI-5/vdj_t/airr_rearrangement.tsv	s9244	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9558-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9558-LI-2/vdj_t/airr_rearrangement.tsv	s9558	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9558-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9558-LI-5/vdj_t/airr_rearrangement.tsv	s9558	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9559-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9559-LI-2/vdj_t/airr_rearrangement.tsv	s9559	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9559-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9559-LI-5/vdj_t/airr_rearrangement.tsv	s9559	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9560-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9560-LI-2/vdj_t/airr_rearrangement.tsv	s9560	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9560-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9560-LI-5/vdj_t/airr_rearrangement.tsv	s9560	human	TR	blood	NA	NA	peters_lab	TRUE	D7
9562-LI-2-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9562-LI-2/vdj_t/airr_rearrangement.tsv	s9562	human	TR	blood	NA	NA	peters_lab	TRUE	D0
9562-LI-5-G2	/vast/palmer/pi/kleinstein/bhs27/CMI-Flu/dataset/aim4/gem2/9562-LI-5/vdj_t/airr_rearrangement.tsv	s9562	human	TR	blood	NA	NA	peters_lab	TRUE	D7
